"X.SampleID"	"subject"	"timepoint"	"shannon_alpha"	"sample_site"	"sex"	"ID_unique"	"shannon_avg"
"10370.12E2"	"Volunteer 12"	"4"	2.77173214576	"Foot"	"female"	"Volunteer 12Foot"	3.83283750899
"10370.15B3"	"Volunteer 12"	"5"	5.043621985	"Foot"	"female"	"Volunteer 12Foot"	4.3555206602625
"10370.16C10"	"Volunteer 12"	"6"	2.95233617783	"Foot"	"female"	"Volunteer 12Foot"	2.657495902385
"10370.19B3"	"Volunteer 12"	"7"	2.38880452292	"Foot"	"female"	"Volunteer 12Foot"	2.055174255305
"10370.21B3"	"Volunteer 12"	"8"	1.47253013403	"Foot"	"female"	"Volunteer 12Foot"	1.4635119313
"10370.23F6"	"Volunteer 12"	"9"	3.06346506256	"Foot"	"female"	"Volunteer 12Foot"	2.250869588055
"10370.3D2"	"Volunteer 12"	"0"	2.17434002273	"Armpit"	"female"	"Volunteer 12Armpit"	3.28343104675
"10370.4G5"	"Volunteer 12"	"1"	2.22552638545	"Armpit"	"female"	"Volunteer 12Armpit"	2.41052618711333
"10370.8A10"	"Volunteer 12"	"2"	1.84458145567	"Armpit"	"female"	"Volunteer 12Armpit"	1.80845130500333
"10370.10B12"	"Volunteer 12"	"3"	2.1612620142	"Armpit"	"female"	"Volunteer 12Armpit"	1.74559654938
"10370.12D6"	"Volunteer 12"	"4"	4.41551362251	"Armpit"	"female"	"Volunteer 12Armpit"	4.64311800959667
"10370.15A10"	"Volunteer 12"	"5"	2.16420074731	"Armpit"	"female"	"Volunteer 12Armpit"	2.16420074731
"10370.19A7"	"Volunteer 12"	"7"	4.71023794608	"Armpit"	"female"	"Volunteer 12Armpit"	4.71506801399
"10370.21A7"	"Volunteer 12"	"8"	1.76591806548	"Armpit"	"female"	"Volunteer 12Armpit"	2.63649033981667
"10370.23E10"	"Volunteer 12"	"9"	2.55690695387	"Armpit"	"female"	"Volunteer 12Armpit"	3.11321290261333
"10370.3D7"	"Volunteer 12"	"0"	5.36347742689	"Arm"	"female"	"Volunteer 12Arm"	5.13038424131
"10370.4G10"	"Volunteer 12"	"1"	5.41689161368	"Arm"	"female"	"Volunteer 12Arm"	5.41689161368
"10370.8B2"	"Volunteer 12"	"2"	4.76490598128	"Arm"	"female"	"Volunteer 12Arm"	5.12713920833667
"10370.10C4"	"Volunteer 12"	"3"	2.84788600263	"Arm"	"female"	"Volunteer 12Arm"	3.682860471335
"10370.12D11"	"Volunteer 12"	"4"	4.17112886376	"Arm"	"female"	"Volunteer 12Arm"	3.517618969875
"10370.15A12"	"Volunteer 12"	"5"	5.69745016741	"Arm"	"female"	"Volunteer 12Arm"	5.69745016741
"10370.16C5"	"Volunteer 12"	"6"	4.8436145769	"Arm"	"female"	"Volunteer 12Arm"	4.8436145769
"10370.19A11"	"Volunteer 12"	"7"	2.99166605786	"Arm"	"female"	"Volunteer 12Arm"	4.43165014640333
"10370.21A12"	"Volunteer 12"	"8"	6.67694048645	"Arm"	"female"	"Volunteer 12Arm"	4.98454516489333
"10370.23F3"	"Volunteer 12"	"9"	6.01291806815	"Arm"	"female"	"Volunteer 12Arm"	4.78768508693333
"10370.3E12"	"Volunteer 5"	"1"	6.20923048785	"Arm"	"male"	"Volunteer 5Arm"	6.09209013999
"10370.6C8"	"Volunteer 5"	"2"	6.54199707112	"Arm"	"male"	"Volunteer 5Arm"	6.529397779975
"10370.9A12"	"Volunteer 5"	"3"	4.61782210444	"Arm"	"male"	"Volunteer 5Arm"	4.61782210444
"10370.11G10"	"Volunteer 5"	"4"	6.33224811244	"Arm"	"male"	"Volunteer 5Arm"	5.59930464123
"10370.15C5"	"Volunteer 5"	"5"	8.15635396787	"Arm"	"male"	"Volunteer 5Arm"	8.15635396787
"10370.19G7"	"Volunteer 5"	"7"	7.21585941914	"Arm"	"male"	"Volunteer 5Arm"	6.6420253793
"10370.21C4"	"Volunteer 5"	"8"	6.24186582062	"Arm"	"male"	"Volunteer 5Arm"	5.80083861458
"10370.24D9"	"Volunteer 5"	"9"	6.20131955116	"Arm"	"male"	"Volunteer 5Arm"	5.7188930057
"10370.5A6"	"Volunteer 2"	"1"	4.63033961683	"Face"	"female"	"Volunteer 2Face"	4.63033961683
"10370.6E10"	"Volunteer 2"	"2"	5.0356322089	"Face"	"female"	"Volunteer 2Face"	4.667200123735
"10370.8E11"	"Volunteer 2"	"3"	4.88365046119	"Face"	"female"	"Volunteer 2Face"	4.96551077656
"10370.11D1"	"Volunteer 2"	"4"	4.99853751679	"Face"	"female"	"Volunteer 2Face"	4.62703324111
"10370.14A4"	"Volunteer 2"	"5"	5.18245338612	"Face"	"female"	"Volunteer 2Face"	5.08287629051
"10370.15D1"	"Volunteer 2"	"6"	5.39905955938	"Face"	"female"	"Volunteer 2Face"	5.1267768394075
"10370.18B8"	"Volunteer 2"	"7"	5.20768934104	"Face"	"female"	"Volunteer 2Face"	4.9466731322525
"10370.20D3"	"Volunteer 2"	"8"	5.59250903588	"Face"	"female"	"Volunteer 2Face"	5.59250903588
"10370.22D1"	"Volunteer 2"	"9"	5.36607564691	"Face"	"female"	"Volunteer 2Face"	5.14536604491
"10370.5F1"	"Volunteer 4"	"1"	4.56938947067	"Armpit"	"male"	"Volunteer 4Armpit"	4.56938947067
"10370.7D10"	"Volunteer 4"	"2"	2.3497330542	"Armpit"	"male"	"Volunteer 4Armpit"	3.36872763402
"10370.9E10"	"Volunteer 4"	"3"	2.80924038556	"Armpit"	"male"	"Volunteer 4Armpit"	3.314450961435
"10370.13A7"	"Volunteer 4"	"4"	4.7755303115	"Armpit"	"male"	"Volunteer 4Armpit"	4.7755303115
"10370.19B12"	"Volunteer 4"	"7"	4.6428945635	"Armpit"	"male"	"Volunteer 4Armpit"	3.8060044063775
"10370.21E10"	"Volunteer 4"	"8"	5.28630074646	"Armpit"	"male"	"Volunteer 4Armpit"	5.28385446835667
"10370.23A7"	"Volunteer 4"	"9"	2.12735068805	"Armpit"	"male"	"Volunteer 4Armpit"	2.0132742071275
"10370.AG7"	"Volunteer 4"	"1.5"	4.93615642428	"Armpit"	"male"	"Volunteer 4Armpit"	2.50328194991467
"10370.BE12"	"Volunteer 4"	"2.5"	2.08840646753	"Armpit"	"male"	"Volunteer 4Armpit"	1.41700052098333
"10370.CA9"	"Volunteer 4"	"3.5"	5.15319291059	"Armpit"	"male"	"Volunteer 4Armpit"	5.019306751725
"10370.CG6"	"Volunteer 4"	"4.5"	5.13962839081	"Armpit"	"male"	"Volunteer 4Armpit"	5.13962839081
"10370.DG6"	"Volunteer 4"	"6.5"	4.7191100815	"Armpit"	"male"	"Volunteer 4Armpit"	4.7191100815
"10370.AC4"	"Volunteer 4"	"0.5"	4.40735245756	"Armpit"	"male"	"Volunteer 4Armpit"	4.40735245756
"10370.EG4"	"Volunteer 4"	"8.5"	2.4615050358	"Armpit"	"male"	"Volunteer 4Armpit"	2.19842577544
